imagen_path,departamento,fecha_procesamiento,AP,APB SÚMATE,CODIGO MESA,ELECTORES HABILITADOS,FP,LIBRE,LYP ADN,MAS-IPSP,MESA,MORENA,PAPELETAS EN ÁNFORA,PAPELETAS NO UTILIZADAS,PDC,UNIDAD,VOTOS BLANCOS,VOTOS NULOS,VOTOS VÁLIDOS
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra/mesa_2_100974.jpg,Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra,,AP 019,APB SÚMATE 0.8,,3,FP 003,LIBRE 0.9,LYP ADN 001,MAS-IPSP 003,2,MORENA 0.9,120,200,PDC 033,UNIDAD 002,1,44,75
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra/mesa_6_101014.jpg,Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra,,AP 0 3,APB SÚMATE 0 8 7,,3,FP 001,LIBRE 0 0 6,LYP ADN APB SUMATE,MAS-IPSP 0 0,6,MORENA 0 8 7,87,87,PDC 0 1 9,UNIDAD 001,2,38,47
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra/mesa_5_101004.jpg,Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra,,AP 0.18,APB SÚMATE 007,5,3,FP 002,LIBRE 0.9,LYP ADN AP,MAS-IPSP 005,5,MORENA 0.18,740,179,PDC 038,UNIDAD 008,0,54,87
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra/mesa_1_100964.jpg,Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra,,AP 020,APB SÚMATE 020,815,3,FP 003,LIBRE 0.10,LYP ADN APB SUMATE,MAS-IPSP 003,815,MORENA 020,428,192,PDC 036,UNIDAD 0 10,3,39,86
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra/mesa_3_100984.jpg,Escuela Técnica N° 17  DE  13  Brigadier General Cornelio Saavedra,,AP 016,APB SÚMATE 006,,,FP 000,LIBRE 0 1 5,LYP ADN APB SUMATE,MAS-IPSP 0.2,3,MORENA 0 1,20,207,PDC 0.22,UNIDAD 0 1,1,40,72
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Educación Primaria Nº26 Lorenzo López/mesa_4_103874.jpg,Escuela De Educación Primaria Nº26 Lorenzo López,,AP OEP,APB SÚMATE 0.22,4,3,FP 005,LIBRE 0.22,LYP ADN AP,MAS-IPSP 0.01,4,MORENA AP,25,50,PDC 041,UNIDAD 00 6,8,59,56
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Educación Primaria Nº26 Lorenzo López/mesa_1_103844.jpg,Escuela De Educación Primaria Nº26 Lorenzo López,,AP 0 5,APB SÚMATE 002,1,3,FP 002,LIBRE 08.00,LYP ADN AP,MAS-IPSP 001,1,MORENA 0800,80,800,PDC 019,UNIDAD 001,6,56,51
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Educación Primaria Nº26 Lorenzo López/mesa_2_103854.jpg,Escuela De Educación Primaria Nº26 Lorenzo López,,AP 020,APB SÚMATE 004,,3,FP 006,LIBRE 007,LYP ADN APB SUMATE,MAS-IPSP 0.9,2,MORENA 446110,430,430,PDC 018,UNIDAD 001,8,61,61
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Educación Primaria Nº26 Lorenzo López/mesa_9_103924.jpg,Escuela De Educación Primaria Nº26 Lorenzo López,,AP 0.23,APB SÚMATE 0.23,9,3,FP 003,LIBRE 0.23,LYP ADN 00 1,MAS-IPSP 0 0,9,MORENA 0.23,436,184,PDC 013,UNIDAD 005,4,71,61
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Educación Primaria Nº26 Lorenzo López/mesa_3_103864.jpg,Escuela De Educación Primaria Nº26 Lorenzo López,,AP OEP,APB SÚMATE MOSA: 3,,3,FP 08.00,LIBRE 08.00,LYP ADN OEP,MAS-IPSP 002,3,MORENA 0.15,18,78,PDC 015,UNIDAD 005,3,78,68
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Educación Primaria Nº26 Lorenzo López/mesa_6_103894.jpg,Escuela De Educación Primaria Nº26 Lorenzo López,,AP 080,APB SÚMATE 0800,800,3,FP 003,LIBRE 08.00,LYP ADN 080,MAS-IPSP 004,6,MORENA 08.00,715,205,PDC 017,UNIDAD 004,6,5,5
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Educación Primaria Nº26 Lorenzo López/mesa_8_103914.jpg,Escuela De Educación Primaria Nº26 Lorenzo López,,AP 047,APB SÚMATE 005,875,3,FP 008,LIBRE 008,LYP ADN 005,MAS-IPSP 005,8,MORENA 7 20,720,200,PDC 0.13,UNIDAD 004,0,13,5
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Educación Primaria Nº26 Lorenzo López/mesa_5_103884.jpg,Escuela De Educación Primaria Nº26 Lorenzo López,,AP A3,APB SÚMATE 0.18,5,3,FP A3,LIBRE AUSTRALIA,LYP ADN OEP,MAS-IPSP 0.83,5,MORENA 187,18,76,PDC 015,UNIDAD 000,3,76,59
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Educación Primaria Nº26 Lorenzo López/mesa_11_103944.jpg,Escuela De Educación Primaria Nº26 Lorenzo López,,AP 020,APB SÚMATE 006,11,3,FP 0 0 5,LIBRE 001,LYP ADN 020,MAS-IPSP 002,11,MORENA 796,796,796,PDC 012,UNIDAD 007,4,67,59
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Educación Primaria Nº26 Lorenzo López/mesa_10_103934.jpg,Escuela De Educación Primaria Nº26 Lorenzo López,,AP 020,APB SÚMATE 080,10,3,FP 004,LIBRE 0.17,LYP ADN 020,MAS-IPSP 080,10,MORENA 796,24,80,PDC 017,UNIDAD 0.94,70,62,62
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Educación Primaria Nº26 Lorenzo López/mesa_7_103904.jpg,Escuela De Educación Primaria Nº26 Lorenzo López,,AP 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,APB SÚMATE 003,7,3,FP 007,LIBRE 0 1 2,LYP ADN 001,MAS-IPSP 0.8,7,MORENA 954564,83,83,PDC 0.22,UNIDAD 004,2,60,99
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Educación Primaria Nº26 Lorenzo López/mesa_12_103954.jpg,Escuela De Educación Primaria Nº26 Lorenzo López,,AP 003,APB SÚMATE 007,,3,FP 000,LIBRE 08.00,LYP ADN APB SOMATE,MAS-IPSP 08.00,12,MORENA 0 3 2,32,32,PDC 002,UNIDAD 002,0,18,9
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº51/mesa_7_102864.jpg,Escuela Secundaria Nº51,,AP 003,APB SÚMATE 000,7,3,FP 000,LIBRE 000,LYP ADN APB SUMATE,MAS-IPSP 001,7,MORENA 0.24,24,25,PDC 003,UNIDAD 001,1,12,28
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº51/mesa_2_102814.jpg,Escuela Secundaria Nº51,,AP 024,APB SÚMATE 004,,3,FP 002,LIBRE 024,LYP ADN APB SUMATE,MAS-IPSP 0,2,MORENA 0.24,153,81,PDC 029,UNIDAD 00 2,81,81,70
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº51/mesa_3_102824.jpg,Escuela Secundaria Nº51,,AP 0 2 9,APB SÚMATE 007,930,3,FP 003,LIBRE 006,LYP ADN AP,MAS-IPSP 0 0,3,MORENA 7 4 7,747,95,PDC 0.19,UNIDAD 003,5,65,97
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº51/mesa_5_102844.jpg,Escuela Secundaria Nº51,,AP 023,APB SÚMATE 0.23,5,,FP 002,LIBRE 005,LYP ADN AP,MAS-IPSP 002,5,MORENA 4567890,61,173,PDC 0.18,UNIDAD 003,7,79,61
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº51/mesa_6_102854.jpg,Escuela Secundaria Nº51,,AP 0 26,APB SÚMATE 0.26,6,3,FP 0 0 1,LIBRE 0 2,LYP ADN APB SUMATE,MAS-IPSP 0 0,6,MORENA 0.26,0,3,PDC 025,UNIDAD 003,3,54,30
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº51/mesa_4_102834.jpg,Escuela Secundaria Nº51,,AP 077,APB SÚMATE 077,4,3,FP 00 2,LIBRE 007,LYP ADN APB SUMATE,MAS-IPSP 0 0,4,MORENA 7 4 7 6,7474,1234567890,PDC 021,UNIDAD 0 4,10,75,59
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº51/mesa_1_102804.jpg,Escuela Secundaria Nº51,,AP 032,APB SÚMATE 004,,3,FP 004,LIBRE 003,LYP ADN AP,MAS-IPSP 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,MORENA 7 43,743,743,PDC 024,UNIDAD 003,9,56,78
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Colegio Nº 18 Dr. Alberto Larroque/mesa_7_100574.jpg,Colegio Nº 18 Dr. Alberto Larroque,,AP A3,APB SÚMATE 001,7,1,FP 0,LIBRE 001,LYP ADN 081,MAS-IPSP 0.13,7,MORENA 001,1,1,PDC 007,UNIDAD 001,1,37,1
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Colegio Nº 18 Dr. Alberto Larroque/mesa_6_100564.jpg,Colegio Nº 18 Dr. Alberto Larroque,,AP 020,APB SÚMATE MOSA 6,6,3,FP 004,LIBRE 0.15,LYP ADN APB SOMATE,MAS-IPSP 002,6,MORENA 179,1445,179,PDC 0.44,UNIDAD 0.45,3,36,202
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Colegio Nº 18 Dr. Alberto Larroque/mesa_8_100584.jpg,Colegio Nº 18 Dr. Alberto Larroque,,AP 020,APB SÚMATE 020,8,3,FP 000,LIBRE 020,LYP ADN 004,MAS-IPSP 004,8,MORENA 7 68,20,726,PDC 0.26,UNIDAD 009,3,32,85
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Colegio Nº 18 Dr. Alberto Larroque/mesa_4_100544.jpg,Colegio Nº 18 Dr. Alberto Larroque,,AP APB SUMATE,APB SÚMATE LLO,4,3,FP 003,LIBRE 0.9,LYP ADN APB SUMATE,MAS-IPSP 002,4,MORENA 10054-4,140,180,PDC 038,UNIDAD 0.10,5,84,81
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Colegio Nº 18 Dr. Alberto Larroque/mesa_5_100554.jpg,Colegio Nº 18 Dr. Alberto Larroque,,AP 0.26,APB SÚMATE 026,5,3,FP 003,LIBRE 007,LYP ADN APB SUMATE,MAS-IPSP 002,5,MORENA 003,75,715,PDC 038,UNIDAD 005,603,52,86
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Colegio Nº 18 Dr. Alberto Larroque/mesa_3_100534.jpg,Colegio Nº 18 Dr. Alberto Larroque,,AP EMAS: 3,APB SÚMATE EMAS:3,3,,FP 0,LIBRE 0 1 2,LYP ADN MESA: 3,MAS-IPSP 0 0 5,3,MORENA 0 1 0,95,92,PDC 025,UNIDAD 0 1 0,92,92,83
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Colegio Nº 18 Dr. Alberto Larroque/mesa_2_100524.jpg,Colegio Nº 18 Dr. Alberto Larroque,,AP 500,APB SÚMATE WWW.COM,800,,FP APRIL,LIBRE VADO,LYP ADN TV500,MAS-IPSP WWW.GOV,880,MORENA 860,800,,PDC WWW.GOV,UNIDAD PA,,860,4
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Colegio Nº 18 Dr. Alberto Larroque/mesa_1_100514.jpg,Colegio Nº 18 Dr. Alberto Larroque,,AP 0 2,APB SÚMATE 006,100514,7,FP 003,LIBRE 014,LYP ADN 002,MAS-IPSP 002,1,MORENA 014,95,188,PDC 034,UNIDAD 008,1,40,91
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_8_102334.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP AP,APB SÚMATE 010,102334,3,FP 001,LIBRE 0,LYP ADN AP,MAS-IPSP 0.06,8,MORENA 10,153,167,PDC 0.28,UNIDAD 006,6,62,85
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_17_102214.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 025,APB SÚMATE 006,17,3,FP 001,LIBRE 007,LYP ADN AP,MAS-IPSP 004,17,MORENA 17,1,194,PDC 023,UNIDAD 006,2,51,73
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_3_102374.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 0.2,APB SÚMATE 0.21,3,3,FP 003,LIBRE 0 1,LYP ADN 001,MAS-IPSP 004,3,MORENA 17 10,151,169,PDC 024,UNIDAD 005,7,65,79
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_2_102364.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 024,APB SÚMATE 001,840,3,FP 001,LIBRE 006,LYP ADN 001,MAS-IPSP 004,2,MORENA 0 1,51,51,PDC 017,UNIDAD 003,51,51,63
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_11_102244.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 0 2,APB SÚMATE MESA: 11,11,3,FP 00 2,LIBRE 0 8 40,LYP ADN APSUMATE,MAS-IPSP 001,11,MORENA 770,710,270,PDC 0 31,UNIDAD 001,3,40,67
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_18_102224.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 0.9,APB SÚMATE MASSA 18,18,29,FP 001,LIBRE 003,LYP ADN 001,MAS-IPSP 003,18,MORENA 0.3,36,29,PDC 009,UNIDAD 003,3,36,29
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_9_102344.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 500,APB SÚMATE NOVEMBER,,50,FP 00,LIBRE G20,LYP ADN GW,MAS-IPSP EBB,,MORENA 800,800,800,PDC 00,UNIDAD GODFREY PHILLIPS,,90,
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_15_102284.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 091,APB SÚMATE 09.10,15,7,FP 002,LIBRE 007,LYP ADN 007,MAS-IPSP 000,15,MORENA 719,207,207,PDC 0.23,UNIDAD 006,3,56,60
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_6_102314.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 0 18,APB SÚMATE 006,,3,FP 004,LIBRE 0.18,LYP ADN APB SOMATE,MAS-IPSP 001,6,MORENA 188,132,188,PDC 021,UNIDAD 001,5,67,60
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_12_102254.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 025,APB SÚMATE 09.10,12,3,FP 002,LIBRE 008,LYP ADN AP,MAS-IPSP 004,12,MORENA 09.10,748,778,PDC 026,UNIDAD 006,3,66,73
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_4_102294.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 018,APB SÚMATE 0930,4,3,FP 003,LIBRE 003,LYP ADN 001,MAS-IPSP 000,4,MORENA 0930,129,930,PDC 020,UNIDAD 000,4,75,5
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_1_102354.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP APB SUMATE,APB SÚMATE 09.59,102354,3,FP 003,LIBRE 005,LYP ADN APB SUMATE,MAS-IPSP 002,1,MORENA 17,146,176,PDC 021,UNIDAD 006,1,74,71
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_10_102234.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 024,APB SÚMATE 001,10,3,FP 002,LIBRE 006,LYP ADN 001,MAS-IPSP 002,10,MORENA 186,135,186,PDC 024,UNIDAD 003,2,70,63
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_13_102264.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 015,APB SÚMATE 0.15,13,3,FP A3,LIBRE A3,LYP ADN 102264,MAS-IPSP 015,13,MORENA 795,795,795,PDC 026,UNIDAD 002,2,62,62
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_7_102324.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 029,APB SÚMATE MESA: 7,7,,FP 002,LIBRE 0.29,LYP ADN LP ADN,MAS-IPSP 009,7,MORENA 1 97,29,29,PDC 0.29,UNIDAD 002,0,68,68
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_14_102274.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP MASSA 14,APB SÚMATE 0.27,14,3,FP 0.15,LIBRE 027,LYP ADN 027,MAS-IPSP 000,14,MORENA 796,796,123456789,PDC 015,UNIDAD 48.15,0,54,724
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_16_102204.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP 0.28,APB SÚMATE MESA: 16,16,,FP 002,LIBRE 0.28,LYP ADN APB SUMATE,MAS-IPSP 001,16,MORENA 181,1,28,PDC 025,UNIDAD 0.10,1,52,89
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112)/mesa_5_102304.jpg,Escuela de Educación Primaria  Nº 138  Comandante Luis Piedrabuena (Centro de Educación Física CEF 112),,AP AP,APB SÚMATE 001,5,,FP 005,LIBRE 005,LYP ADN 001,MAS-IPSP 001,5,MORENA 005,0,83,PDC 034,UNIDAD 001,3,53,53
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N24 Rene Gerónimo Favaloro/mesa_1_104014.jpg,Escuela N24 Rene Gerónimo Favaloro,,AP 030,APB SÚMATE 001,1,3,FP 000,LIBRE 002,LYP ADN 002,MAS-IPSP 003,1,MORENA 17 05,900,25,PDC 008,UNIDAD 002,12,55,51
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N24 Rene Gerónimo Favaloro/mesa_2_104024.jpg,Escuela N24 Rene Gerónimo Favaloro,,AP 083,APB SÚMATE 0937,937,3,FP 0937,LIBRE 003,LYP ADN 0937,MAS-IPSP 002,2,MORENA 0937,83,937,PDC 011,UNIDAD 004,3,38,32
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. de Educacion Media N° 06/01° Padre Carlos Mugica/mesa_3_100304.jpg,01° Padre Carlos Mugica,,AP 024,APB SÚMATE 024,,3,FP 007,LIBRE 0.8,LYP ADN 004,MAS-IPSP 00 2,3,MORENA 024,147,173,PDC 026,UNIDAD 00 7,7,58,82
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. de Educacion Media N° 06/01° Padre Carlos Mugica/mesa_7_100344.jpg,01° Padre Carlos Mugica,,AP 016,APB SÚMATE 012,100344,3,FP 0.9,LIBRE 0.9,LYP ADN APB SUMATE,MAS-IPSP 00 2,7,MORENA 17,128,197,PDC 03,UNIDAD 0.6,6,29,83
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. de Educacion Media N° 06/01° Padre Carlos Mugica/mesa_4_100314.jpg,01° Padre Carlos Mugica,,AP APB SUMATE,APB SÚMATE MESA: 4,4,0,FP 004,LIBRE 0.9,LYP ADN 001,MAS-IPSP 0.6,4,MORENA 0 8 00,800,4,PDC 0.19,UNIDAD 003,1,63,79
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. de Educacion Media N° 06/01° Padre Carlos Mugica/mesa_1_100284.jpg,01° Padre Carlos Mugica,,AP 0 31,APB SÚMATE 0810,100284,3,FP 002,LIBRE 0 31,LYP ADN AP,MAS-IPSP 0 1 1,1,MORENA 0 31,149,8,PDC 023,UNIDAD 006,8,52,89
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. de Educacion Media N° 06/01° Padre Carlos Mugica/mesa_2_100294.jpg,01° Padre Carlos Mugica,,AP 0.23,APB SÚMATE MOSA 2,294,3,FP 006,LIBRE 008,LYP ADN 002,MAS-IPSP 008,800,MORENA 0.83,752,758,PDC 024,UNIDAD 007,9,57,86
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. de Educacion Media N° 06/01° Padre Carlos Mugica/mesa_6_100334.jpg,01° Padre Carlos Mugica,,AP 25,APB SÚMATE 1,100334,3,FP 7,LIBRE 8,LYP ADN APB SUMATE,MAS-IPSP 1,800,MORENA 475,7,55,PDC 26,UNIDAD 8,1,55,89
